,index,word
422,выклянчивать,-1
423,вылазить,-1
424,вылечиваться,1
425,вымирание,-1
426,вымирать,-1
427,вымогать,-1
428,выпендриваться,-1
429,выпивать,-1
430,выправляться,1
431,выскочка,-1
432,высокоинтеллектуальный,1
433,высококвалифицированный,1
434,высококлассный,1
435,высокомерный,-1
436,высокообразованный,1
437,высокопоставленный,1
438,высокопроизводительный,1
439,высылка,-1
440,вытворять,-1
441,вытеснять,-1
442,выходка,-1
443,вялость,-1
444,вялотекущий,-1
445,вялый,-1
446,гавно,-1
447,гад,-1
448,гаденький,-1
449,гадить,-1
450,гадкий,-1
451,гадливый,-1
452,гадость,-1
453,галантный,1
454,галиматья,-1
455,гандон,-1
456,гармоничность,1
457,гармоничный,1
458,гармония,1
459,гениальность,1
460,гениальный,1
461,гений,1
462,геноцид,-1
463,героизм,1
464,героический,1
465,геройский,1
466,гетто,-1
467,гибель,-1
468,гибнуть,-1
469,гиперинфляция,-1
470,гипертрофированный,-1
471,гитлеровский,-1
472,гламурный,-1
473,глохнуть,-1
474,глумиться,-1
475,глумление,-1
476,глупец,-1
477,глуповатый,-1
478,глупость,-1
479,глупый,-1
480,глухой,-1
481,глухомань,-1
482,глушь,-1
483,глюк,-1
484,гнать,-1
485,гнев,-1
486,гнида,-1
487,гнилой,-1
488,гнилость,-1
489,гнить,-1
490,гнобить,-1
491,гнойник,-1
492,гнойный,-1
493,гнусность,-1
494,гнусный,-1
495,гоблин,-1
496,говнюк,-1
497,говорильня,-1
498,годный,1
499,голимый,-1
500,головорез,-1
501,голод,-1
502,голодание,-1
503,голодать,-1
504,голодный,-1
505,голодовка,-1
506,голодранец,-1
507,голодуха,-1
508,голословность,-1
509,голытьба,-1
510,гомерический,-1
511,гомик,-1
512,гомосек,-1
513,гомосексуалист,-1
514,гондон,-1
515,гонение,-1
516,гонимый,-1
517,гонитель,-1
518,гонять,-1
519,гопник,-1
520,горбатиться,-1
521,горбатый,-1
522,гордиться,1
523,гордость,1
524,гордый,1
525,гордыня,-1
526,горечь,-1
527,горлопан,-1
528,горячка,-1
529,гостеприимный,1
530,гостеприимство,1
531,грабеж,-1
532,грабитель,-1
533,грабительский,-1
534,грабить,-1
535,грамотный,1
536,грандиозный,1
537,грех,-1
538,греховный,-1
539,грешить,-1
540,грешный,-1
541,гримаса,-1
542,грозить,-1
543,грозиться,-1
544,громоздкий,-1
545,гротескный,-1
546,грубить,-1
547,грубость,-1
548,грубый,-1
549,грустный,-1
550,грусть,-1
551,грязноватый,-1
552,грязный,-1
553,грязь,-1
554,губительный,-1
555,губить,-1
556,гуманизм,1
557,гуманистический,1
558,гуманность,1
559,гяур,-1
560,давка,-1
561,давление,-1
562,дальновидный,1
563,дар,1
564,дармовой,-1
565,движущий,1
566,двойственный,-1
567,двуличие,-1
568,двуличность,-1
569,двусмысленный,-1
570,дебил,-1
571,дебильный,-1
572,дебош,-1
573,дебошир,-1
574,дебоширить,-1
575,девальвация,-1
576,девка,-1
577,дегенерат,-1
578,дегенерация,-1
579,деградация,-1
580,деградировать,-1
581,дед,1
582,действенный,1
583,декларативный,-1
584,деликатный,1
585,дельный,1
586,демагогический,-1
587,демагогия,-1
588,деменция,-1
589,демократичность,1
590,демонизация,-1
591,деморализация,-1
592,деморализовать,-1
593,демпинговый,-1
594,депортация,-1
595,депрессивный,-1
596,депрессия,-1
597,дерзать,-1
598,дерзить,-1
599,дерзость,-1
600,дерьмо,-1
601,дерьмовый,-1
602,деспот,-1
603,деспотия,-1
604,дестабилизация,-1
605,дестабилизировать,-1
606,деструктивный,-1
607,детоубийство,-1
608,детоубийца,-1
609,дефект,-1
610,дефектный,-1
611,дефицит,-1
612,деформация,-1
613,деятельный,1
614,джентльменский,1
615,диверсионный,-1
616,диверсия,-1
617,диво,1
618,диетический,1
619,дикарский,-1
620,дикарь,-1
621,дикий,-1
622,дикость,-1
623,диктатор,-1
624,диктаторский,-1
625,диктатура,-1
626,динамичный,1
627,дипломатичный,1
628,дисквалифицировать,-1
629,дискомфорт,-1
630,дискомфортный,-1
631,дискредитация,-1
632,дискредитировать,-1
633,дискриминационный,-1
634,дискриминация,-1
635,дискриминировать,-1
636,добродетель,1
637,доброжелательность,1
638,доброжелательный,1
639,добросовестность,1
640,добросовестный,1
641,добрососедство,1
642,доброта,1
643,добротный,1
644,добрый,1
645,доверие,1
646,доводить,-1
647,довольный,1
648,догадливый,1
649,доить,-1
650,долбоеб,-1
651,долговечность,1
652,долговой,-1
653,долгоиграющий,1
654,доморощенный,-1
655,донос,-1
656,доносить,-1
657,допекать,-1
658,допинг,-1
659,дороговатый,-1
660,дорогостоящий,-1
661,дорожать,-1
662,досада,-1
663,досадный,-1
664,достоверность,1
665,достоверный,1
666,достопочтенный,1
667,дотошный,-1
668,дохлый,-1
669,дохнуть,-1
670,дразнить,-1
671,драка,-1
672,драматичный,-1
673,драть,-1
674,дремучий,-1
675,дрожать,-1
676,дрочить,-1
677,дружба,1
678,дружелюбие,1
679,дружелюбный,1
680,дружеский,1
681,дружить,1
682,дружище,1
683,дружный,1
684,дрянь,-1
685,дряхлый,-1
686,дубина,-1
687,дура,-1
688,дурак,-1
689,дурацкий,-1
690,дурачок,-1
691,дурдом,-1
692,дурень,-1
693,дурить,-1
694,дурной,-1
695,дурость,-1
696,дурочка,-1
697,дурь,-1
698,душевный,1
699,душегуб,-1
700,душераздирающий,-1
701,душеспасительный,1
702,душистый,1
703,душить,-1
704,душный,-1
705,душок,-1
706,дыра,-1
707,дьявол,-1
708,ебало,-1
709,ебануться,-1
710,ебаный,-1
711,ебать,-1
712,ебаться,-1
713,ебучий,-1
714,едкий,-1
715,еле-еле,-1
716,ельцинский,-1
717,еретик,-1
718,еретический,-1
719,ерунда,-1
720,жадничать,-1
721,жадность,-1
722,жадный,-1
723,жажда,-1
724,жалкий,-1
725,желанный,1
726,желчный,-1
727,женоненавистник,-1
728,женственность,1
729,женственный,1
730,жертва,-1
731,жертвенность,1
732,жертвовать,1
733,жесткость,-1
734,жестокий,-1
735,жестокость,-1
736,жесть,-1
737,живительный,1
738,живодер,-1
739,живописный,1
740,животный,-1
741,живучесть,1
742,живучий,-1
743,жид,-1
744,жидовский,-1
745,жизнелюбивый,1
746,жопа,-1
747,жопка,-1
748,жратва,-1
749,жрать,-1
750,жужжать,-1
751,жулик,-1
752,жульничать,-1
753,жульничество,-1
754,журить,-1
755,жуткий,-1
756,жутковатый,-1
757,жуть,-1
758,заартачиться,-1
759,забастовка,-1
760,забивать,-1
761,заблуждаться,-1
762,заболевание,-1
763,забота,1
764,заботиться,1
765,заботливый,-1
766,забулдыга,-1
767,заветный,1
768,завиральный,-1
769,зависимый,-1
770,завистливый,-1
771,завистник,-1
772,зависть,-1
773,завладение,-1
774,заволноваться,-1
775,загаживать,-1
776,загнивание,-1
777,загнивать,-1
778,заговор,-1
779,заговорщик,-1
780,заголосить,-1
781,загребущий,-1
782,загрязнение,-1
783,загрязнять,-1
784,загубить,-1
785,зад,-1
786,задворки,-1
787,задирать,-1
788,задница,-1
789,задор,1
790,зазнаваться,-1
791,зазорный,-1
792,заикаться,-1
793,заинтересованный,1
794,заискивание,-1
795,заискивать,-1
796,зайка,1
797,заклинивать,-1
798,заколебать,-1
799,закомплексованный,-1
800,закоренелый,-1
801,закуривать,-1
802,заливать,-1
803,заложник,-1
804,заляпывать,-1
805,заманчивый,1
806,замерзнуть,-1
807,замечательный,1
808,замешательство,-1
809,заморочка,-1
810,замусоривать,-1
811,замутить,-1
812,занос,-1
813,зануда,-1
814,занудный,-1
815,заоблачный,-1
816,западня,-1
817,заплесневелый,-1
818,запоздалый,-1
819,запредельный,-1
820,запретительный,-1
821,запугивать,-1
822,запутывать,-1
823,заражать,-1
824,заражение,-1
825,зараза,-1
826,зарезать,-1
827,засирать,-1
828,засовывать,-1
829,засраный,-1
830,застой,-1
831,застойный,-1
832,застреливаться,-1
833,затмевать,1
834,захотеть,1
835,захудалый,-1
836,зацикливаться,-1
837,зачетный,1
838,зашибаться,-1
839,звериный,-1
840,зверский,-1
841,здоровенький,1
842,здоровый,1
843,здравомыслящий,1
844,здравый,1
845,злачный,-1
846,злиться,-1
847,зло,-1
848,злоба,-1
849,злобный,-1
850,зловещий,-1
851,зловредный,-1
852,злодей,-1
853,злой,-1
854,злокачественный,-1
855,злокозненный,-1
856,злонамеренный,-1
857,злопамятный,-1
858,злополучный,-1
859,злостный,-1
860,злость,-1
861,злоупотреблять,-1
862,знаменательный,1
863,знание,1
864,зомби,-1
865,зомбировать,-1
866,зоркий,1
867,зрелище,-1
868,игла,-1
869,идеальный,1
870,идиот,-1
871,идиотизм,-1
872,идиотический,-1
873,идиотский,-1
874,избивать,-1
875,избиение,-1
876,извращенец,-1
877,извращение,-1
878,изгнание,-1
879,изгонять,-1
880,издевательский,-1
881,издевательство,-1
882,издеваться,-1
883,измена,-1
884,изнасиловать,-1
885,изнурительный,-1
886,изуверский,-1
887,импонировать,1
888,инакомыслящий,-1
889,инквизиция,-1
890,инновационный,1
891,инородец,-1
892,интеллигентский,-1
893,интересный,1
894,интимный,-1
895,инфантильный,-1
896,инфекция,-1
897,инфляция,-1
898,ипать,-1
899,искажать,-1
900,исключительный,1
901,искренний,1
902,искрометный,1
903,исламист,-1
904,исламистский,-1
905,испортить,-1
906,испортиться,-1
907,испугаться,-1
908,истерика,-1
909,истерический,-1
910,истеричный,-1
911,истерия,-1
912,истреблять,-1
913,иудейский,-1
914,казнить,-1
915,казнь,-1
916,кайф,1
917,калечить,-1
918,канализация,-1
919,капиталист,-1
920,капризный,-1
921,карательный,-1
922,катаклизм,-1
923,катастрофа,-1
924,катастрофический,-1
925,катастрофичный,-1
926,каторжный,-1
927,кгб,-1
928,кинуть,-1
929,классный,1
930,клевета,-1
931,клиника,-1
932,клоун,-1
933,коварный,-1
934,ковыряться,-1
935,козел,-1
936,козлиный,-1
937,кокаин,-1
938,колоссальный,1
939,колоться,-1
940,колхоз,-1
941,колючий,-1
942,комический,-1
943,компетентный,1
944,комсомольский,-1
945,комфортный,1
946,конструктивный,1
947,конструктор,1
948,конфликт,-1
949,конфликтный,-1
950,концлагерь,-1
951,кончать,-1
952,конченый,-1
953,коррумпировать,-1
954,коррупционер,-1
955,коррупционный,-1
956,коррупция,-1
957,корявый,-1
958,косноязычный,-1
959,косяк,-1
960,кошмар,-1
961,кошмарный,-1
962,кощунственный,-1
963,кража,-1
964,красавица,1
965,красивый,1
966,красота,1
967,красотища,1
968,красть,-1
969,крах,-1
970,крепкий,1
971,кретин,-1
972,кризис,-1
973,криминал,-1
974,криминальный,-1
975,критиковать,-1
976,критический,-1
977,кровавый,-1
978,кровожадный,-1
979,кровопролитие,-1
980,кромешный,-1
981,крошечный,1
982,крутой,1
983,круть,1
984,крыса,-1
985,крысиный,-1
986,курево,-1
987,курица,-1
988,курьезный,-1
989,кучка,-1
990,лажа,-1
991,лаконичный,1
992,лапочка,1
993,ласковый,1
994,лауреат,1
995,лгать,-1
996,легендарный,1
997,легитимность,1
998,легковерный,-1
999,лежалый,-1
1000,лезть,-1
1001,ленивый,-1
1002,лениться,-1
1003,летальный,-1
1004,лечиться,-1
1005,лизать,-1
1006,ликвидировать,1
1007,ликовать,1
1008,липкий,-1
1009,лихорадочный,-1
1010,лицемер,-1
1011,лицемерие,-1
1012,лишать,-1
1013,лишаться,-1
1014,лишение,-1
1015,ложный,-1
1016,ломать,-1
1017,ломаться,-1
1018,ломка,-1
1019,лопнуть,-1
1020,лох,-1
1021,лузер,-1
1022,лукавый,-1
1023,льстивый,-1
1024,любить,1
1025,любоваться,1
1026,любознательный,1
1027,любопытство,1
1028,людоедский,-1
1029,лютый,-1
1030,мажор,-1
1031,мазохист,-1
1032,мало-мальски,-1
1033,маловажный,-1
1034,малоимущий,-1
1035,малоинтересный,-1
1036,малообразованный,-1
1037,малоэффективный,-1
1038,маниакальный,-1
1039,манипулировать,-1
1040,манипуляция,-1
1041,мания,-1
1042,маньяк,-1
1043,мао,-1
1044,маразм,-1
1045,маразматический,-1
1046,маргинальный,-1
1047,марионетка,-1
1048,масон,-1
1049,материть,-1
1050,мафиозный,-1
1051,мафия,-1
1052,медленный,-1
1053,медлить,-1
1054,мелковатый,-1
1055,мелочный,-1
1056,мемориал,1
1057,ментовский,-1
1058,мерзавец,-1
1059,мерзкий,-1
1060,мерзопакостный,-1
1061,мерзостный,-1
1062,мерзость,-1
1063,меркантильный,-1
1064,мертворожденный,-1
1065,мертвый,-1
1066,месть,-1
1067,мечтательный,1
1068,мешать,-1
1069,мещанский,-1
1070,мизерный,-1
1071,миленький,-1
1072,миллиардер,-1
1073,миллионер,1
1074,милосердный,1
1075,милый,1
1076,минус,-1
1077,мирный,1
1078,миролюбивый,1
1079,мифический,-1
1080,мнить,-1
1081,многовато,-1
1082,многообещающий,1
1083,многофункциональный,1
1084,могущественный,1
1085,модернизация,1
1086,молодец,1
1087,молодчина,1
1088,монотонный,-1
1089,монументальный,1
1090,морда,-1
1091,москаль,-1
1092,мочить,-1
1093,мошенник,-1
1094,мошеннический,-1
1095,мощный,1
1096,мразь,-1
1097,мрак,-1
1098,мракобес,-1
1099,мракобесие,-1
1100,мракобесный,-1
1101,мрачноватый,-1
1102,мрачный,-1
1103,мстительный,-1
1104,мстить,-1
1105,мудак,-1
1106,мудрец,1
1107,мудрый,1
1108,мужественный,1
1109,мужество,1
1110,мука,-1
1111,мусор,-1
1112,мусорить,-1
1113,мутный,-1
1114,муторный,-1
1115,муть,-1
1116,мучение,-1
1117,мучительный,-1
1118,мучиться,-1
1119,мыльный,-1
1120,мягкотелый,-1
1121,наворовывать,-1
1122,навредить,-1
1123,навязчивый,-1
1124,наглость,-1
1125,наглый,-1
1126,надежда,1
1127,надежность,1
1128,надежный,1
1129,надлежащий,1
1130,надоедать,-1
1131,надрываться,-1
1132,надрывный,-1
1133,наебывать,-1
1134,наезжать,-1
1135,назойливый,-1
1136,наивный,-1
1137,наизнанку,-1
1138,наказание,-1
1139,наказуемый,-1
1140,налево,-1
1141,напасть,-1
1142,напиваться,-1
1143,наплевать,-1
1144,напряженность,-1
1145,напряженный,-1
1146,напускной,-1
1147,напыщенный,-1
1148,наравне,1
1149,нарекание,-1
1150,нарик,-1
1151,наркоман,-1
1152,наркомания,-1
1153,наркоманский,-1
1154,наркота,-1
1155,наркотик,-1
1156,наркотический,-1
1157,наркоторговец,-1
1158,нарушать,-1
1159,нарушение,-1
1160,нарушитель,-1
1161,насиловать,-1
1162,насильник,-1
1163,насильственный,-1
1164,наслаждаться,1
1165,насмотреться,-1
1166,насрать,-1
1167,настораживать,-1
1168,натяжка,-1
1169,нахуй,-1
1170,нахуя,-1
1171,нацбол,-1
1172,нацизм,-1
1173,национализм,-1
1174,нацист,-1
1175,нацистский,-1
1176,нацмен,-1
1177,неадекватный,-1
1178,небезопасный,-1
1179,небезразличный,1
1180,неблагодарный,-1
1181,неблагонадежный,-1
1182,неблагополучный,-1
1183,неблагоприятный,-1
1184,небогатый,-1
1185,небывалый,1
1186,невежливый,-1
1187,неверный,-1
1188,невеселый,-1
1189,невиновный,1
1190,невнимательный,-1
1191,невнятный,-1
1192,невоспитанный,-1
1193,невостребованный,-1
1194,невредимый,1
1195,невроз,-1
1196,невыносимый,-1
1197,невыплаченный,-1
1198,невыполнимый,-1
1199,негатив,-1
1200,негативный,-1
1201,неглупый,1
1202,негодный,-1
1203,негодяй,-1
1204,негр,-1
1205,неграмотный,-1
1206,негуманный,-1
1207,недальновидный,-1
1208,недееспособный,-1
1209,недемократичный,-1
1210,недешевый,-1
1211,недисциплинированный,-1
1212,недобросовестный,-1
1213,недобрый,-1
1214,недоверие,-1
1215,недовольный,-1
1216,недовольство,-1
1217,недолговечный,-1
1218,недолюбливать,-1
1219,недоношенный,-1
1220,недопустимый,-1
1221,недоразвитый,-1
1222,недоразумение,-1
1223,недорогой,1
1224,недостаток,-1
1225,недостаточный,-1
1226,недостойный,-1
1227,недоумение,-1
1228,недочет,-1
1229,недружелюбный,-1
1230,недурной,1
1231,нежданный,-1
1232,нежелание,-1
1233,нежеланный,-1
1234,нежизнеспособный,-1
1235,нежный,1
1236,незавидный,-1
1237,незаконный,-1
1238,нездоровый,-1
1239,незнание,-1
1240,незрелый,-1
1241,неизлечимый,-1
1242,неинтересный,-1
1243,неискренний,-1
1244,неисправимый,-1
1245,неисправный,-1
1246,неистовый,-1
1247,неистребимый,-1
1248,неисчерпаемый,1
1249,некачественный,-1
1250,неквалифицированный,-1
1251,некомпетентный,-1
1252,некомфортный,-1
1253,неконтролируемый,-1
1254,неконфликтный,1
1255,некорректный,-1
1256,некрасивый,-1
1257,некультурный,-1
1258,нелегал,-1
1259,нелегитимный,-1
1260,нелепость,-1
1261,нелепый,-1
1262,нелестный,-1
1263,нелицеприятный,-1
1264,неловкий,-1
1265,нелогичный,-1
1266,нелюбимый,-1
1267,нелюди,-1
1268,неминуемый,-1
1269,немыслимый,-1
1270,немытый,-1
1271,ненавидеть,-1
1272,ненависть,-1
1273,ненадежный,-1
1274,ненастоящий,-1
1275,ненасытный,-1
1276,ненормальный,-1
1277,ненормативный,-1
1278,необдуманный,-1
1279,необразованный,-1
1280,необученный,-1
1281,необыкновенный,1
1282,необычайный,1
1283,неоправданный,-1
1284,неопровержимый,1
1285,неопрятный,-1
1286,неосмотрительный,-1
1287,неосторожный,-1
1288,неоценимый,1
1289,неплатежеспособный,-1
1290,неплохой,1
1291,непобедимый,-1
1292,непобежденный,1
1293,неповиновение,-1
1294,неподдельный,1
1295,неподкупный,1
1296,неподходящий,-1
1297,непозволительный,-1
1298,неполноценность,-1
1299,неполноценный,-1
1300,неположенный,-1
1301,непомерный,-1
1302,непонимание,-1
1303,непонимающий,-1
1304,непонятый,-1
1305,непоправимый,-1
1306,непорядочный,-1
1307,непосильный,-1
1308,непоследовательный,-1
1309,непослушный,-1
1310,непостижимый,-1
1311,непостоянный,-1
1312,непотопляемый,1
1313,непотребный,-1
1314,неправда,-1
1315,неправильный,-1
1316,неправомерный,-1
1317,неправый,-1
1318,непрактичный,-1
1319,непредвиденный,-1
1320,непреодолимый,-1
1321,неприветливый,-1
1322,непригодный,-1
1323,неприемлемый,-1
1324,непризнанный,-1
1325,непримиримый,-1
1326,неприхотливый,1
1327,неприязнь,-1
1328,неприятность,-1
1329,неприятный,-1
1330,непроверенный,-1
1331,непролазный,-1
1332,непростой,-1
1333,непрофессиональный,-1
1334,непутевый,-1
1335,неработающий,-1
1336,неравномерный,-1
1337,нерадивый,-1
1338,нерадостный,-1
1339,неразрешимый,-1
1340,неразумный,-1
1341,нервировать,-1
1342,нервничать,-1
1343,нереальность,-1
1344,нерентабельный,-1
1345,нерусский,-1
1346,несамостоятельный,-1
1347,несанкционированный,-1
1348,несбалансированный,-1
1349,несбыточный,-1
1350,несдержанный,-1
1351,несистемный,-1
1352,несказанный,1
1353,нескончаемый,-1
1354,нескромный,-1
1355,нескучный,1
1356,несовершенный,-1
1357,несовершенство,-1
1358,несовместимый,-1
1359,несовременный,-1
1360,несознательный,-1
1361,несоответствие,-1
1362,неспособность,-1
1363,неспособный,-1
1364,несправедливость,-1
1365,несправедливый,-1
1366,нестабильный,-1
1367,несусветный,-1
1368,несчастный,-1
1369,неточность,-1
1370,нетрезвый,-1
1371,нетривиальный,1
1372,неуважение,-1
1373,неугодный,-1
1374,неудача,-1
1375,неудачник,-1
1376,неудачный,-1
1377,неудобный,-1
1378,неудобство,-1
1379,неудовлетворенный,-1
1380,неудовлетворительный,-1
